emoji,name,group,subgroup,literal,clarity,keep
👏🏽,clapping hands: medium skin tone,People & Body,hands,clap,,
👏🏾,clapping hands: medium-dark skin tone,People & Body,hands,clap,,
👏🏿,clapping hands: dark skin tone,People & Body,hands,clap,,
🙌,raising hands,People & Body,hands,raise-hands,,
🙌🏻,raising hands: light skin tone,People & Body,hands,raise-hands,,
🙌🏼,raising hands: medium-light skin tone,People & Body,hands,raise-hands,,
🙌🏽,raising hands: medium skin tone,People & Body,hands,raise-hands,,
🙌🏾,raising hands: medium-dark skin tone,People & Body,hands,raise-hands,,
🙌🏿,raising hands: dark skin tone,People & Body,hands,raise-hands,,
🫶,heart hands,People & Body,hands,heart-hands,,
🫶🏻,heart hands: light skin tone,People & Body,hands,heart-hands,,
🫶🏼,heart hands: medium-light skin tone,People & Body,hands,heart-hands,,
🫶🏽,heart hands: medium skin tone,People & Body,hands,heart-hands,,
🫶🏾,heart hands: medium-dark skin tone,People & Body,hands,heart-hands,,
🫶🏿,heart hands: dark skin tone,People & Body,hands,heart-hands,,
👐,open hands,People & Body,hands,open-hands,,
👐🏻,open hands: light skin tone,People & Body,hands,open-hands,,
👐🏼,open hands: medium-light skin tone,People & Body,hands,open-hands,,
👐🏽,open hands: medium skin tone,People & Body,hands,open-hands,,
👐🏾,open hands: medium-dark skin tone,People & Body,hands,open-hands,,
👐🏿,open hands: dark skin tone,People & Body,hands,open-hands,,
🤲,palms up together,People & Body,hands,palms-up,,
🤲🏻,palms up together: light skin tone,People & Body,hands,palms-up,,
🤲🏼,palms up together: medium-light skin tone,People & Body,hands,palms-up,,
🤲🏽,palms up together: medium skin tone,People & Body,hands,palms-up,,
🤲🏾,palms up together: medium-dark skin tone,People & Body,hands,palms-up,,
🤲🏿,palms up together: dark skin tone,People & Body,hands,palms-up,,
🤝,handshake,People & Body,hands,handshake,,
🤝🏻,handshake: light skin tone,People & Body,hands,handshake,,
🤝🏼,handshake: medium-light skin tone,People & Body,hands,handshake,,
🤝🏽,handshake: medium skin tone,People & Body,hands,handshake,,
🤝🏾,handshake: medium-dark skin tone,People & Body,hands,handshake,,
🤝🏿,handshake: dark skin tone,People & Body,hands,handshake,,
🫱🏻‍🫲🏼,"handshake: light skin tone, medium-light skin tone",People & Body,hands,handshake,,
🫱🏻‍🫲🏽,"handshake: light skin tone, medium skin tone",People & Body,hands,handshake,,
🫱🏻‍🫲🏾,"handshake: light skin tone, medium-dark skin tone",People & Body,hands,handshake,,
🫱🏻‍🫲🏿,"handshake: light skin tone, dark skin tone",People & Body,hands,handshake,,
🫱🏼‍🫲🏻,"handshake: medium-light skin tone, light skin tone",People & Body,hands,handshake,,
🫱🏼‍🫲🏽,"handshake: medium-light skin tone, medium skin tone",People & Body,hands,handshake,,
🫱🏼‍🫲🏾,"handshake: medium-light skin tone, medium-dark skin tone",People & Body,hands,handshake,,
🫱🏼‍🫲🏿,"handshake: medium-light skin tone, dark skin tone",People & Body,hands,handshake,,
🫱🏽‍🫲🏻,"handshake: medium skin tone, light skin tone",People & Body,hands,handshake,,
🫱🏽‍🫲🏼,"handshake: medium skin tone, medium-light skin tone",People & Body,hands,handshake,,
🫱🏽‍🫲🏾,"handshake: medium skin tone, medium-dark skin tone",People & Body,hands,handshake,,
🫱🏽‍🫲🏿,"handshake: medium skin tone, dark skin tone",People & Body,hands,handshake,,
🫱🏾‍🫲🏻,"handshake: medium-dark skin tone, light skin tone",People & Body,hands,handshake,,
🫱🏾‍🫲🏼,"handshake: medium-dark skin tone, medium-light skin tone",People & Body,hands,handshake,,
🫱🏾‍🫲🏽,"handshake: medium-dark skin tone, medium skin tone",People & Body,hands,handshake,,
🫱🏾‍🫲🏿,"handshake: medium-dark skin tone, dark skin tone",People & Body,hands,handshake,,
🫱🏿‍🫲🏻,"handshake: dark skin tone, light skin tone",People & Body,hands,handshake,,
🫱🏿‍🫲🏼,"handshake: dark skin tone, medium-light skin tone",People & Body,hands,handshake,,
🫱🏿‍🫲🏽,"handshake: dark skin tone, medium skin tone",People & Body,hands,handshake,,
🫱🏿‍🫲🏾,"handshake: dark skin tone, medium-dark skin tone",People & Body,hands,handshake,,
🙏,folded hands,People & Body,hands,prayer-hands,,
🙏🏻,folded hands: light skin tone,People & Body,hands,prayer-hands,,
🙏🏼,folded hands: medium-light skin tone,People & Body,hands,prayer-hands,,
🙏🏽,folded hands: medium skin tone,People & Body,hands,prayer-hands,,
🙏🏾,folded hands: medium-dark skin tone,People & Body,hands,prayer-hands,,
🙏🏿,folded hands: dark skin tone,People & Body,hands,prayer-hands,,
✍️,writing hand,People & Body,hand-prop,writing-hand,,
✍🏻,writing hand: light skin tone,People & Body,hand-prop,writing-hand,,
✍🏼,writing hand: medium-light skin tone,People & Body,hand-prop,writing-hand,,
✍🏽,writing hand: medium skin tone,People & Body,hand-prop,writing-hand,,
✍🏾,writing hand: medium-dark skin tone,People & Body,hand-prop,writing-hand,,
✍🏿,writing hand: dark skin tone,People & Body,hand-prop,writing-hand,,
💅,nail polish,People & Body,hand-prop,nail-polish,,
💅🏻,nail polish: light skin tone,People & Body,hand-prop,nail-polish,,
💅🏼,nail polish: medium-light skin tone,People & Body,hand-prop,nail-polish,,
💅🏽,nail polish: medium skin tone,People & Body,hand-prop,nail-polish,,
💅🏾,nail polish: medium-dark skin tone,People & Body,hand-prop,nail-polish,,
💅🏿,nail polish: dark skin tone,People & Body,hand-prop,nail-polish,,
🤳,selfie,People & Body,hand-prop,selfie,,
🤳🏻,selfie: light skin tone,People & Body,hand-prop,selfie,,
🤳🏼,selfie: medium-light skin tone,People & Body,hand-prop,selfie,,
🤳🏽,selfie: medium skin tone,People & Body,hand-prop,selfie,,
🤳🏾,selfie: medium-dark skin tone,People & Body,hand-prop,selfie,,
🤳🏿,selfie: dark skin tone,People & Body,hand-prop,selfie,,
💪,flexed biceps,People & Body,body-parts,bicep,,
💪🏻,flexed biceps: light skin tone,People & Body,body-parts,bicep,,
💪🏼,flexed biceps: medium-light skin tone,People & Body,body-parts,bicep,,
💪🏽,flexed biceps: medium skin tone,People & Body,body-parts,bicep,,
💪🏾,flexed biceps: medium-dark skin tone,People & Body,body-parts,bicep,,
💪🏿,flexed biceps: dark skin tone,People & Body,body-parts,bicep,,
🦾,mechanical arm,People & Body,body-parts,prosthetic-arm,,
🦿,mechanical leg,People & Body,body-parts,prosthetic-leg,,
🦵,leg,People & Body,body-parts,leg,,
🦵🏻,leg: light skin tone,People & Body,body-parts,leg,,
🦵🏼,leg: medium-light skin tone,People & Body,body-parts,leg,,
🦵🏽,leg: medium skin tone,People & Body,body-parts,leg,,
🦵🏾,leg: medium-dark skin tone,People & Body,body-parts,leg,,
🦵🏿,leg: dark skin tone,People & Body,body-parts,leg,,
🦶,foot,People & Body,body-parts,foot,,
🦶🏻,foot: light skin tone,People & Body,body-parts,foot,,
🦶🏼,foot: medium-light skin tone,People & Body,body-parts,foot,,
🦶🏽,foot: medium skin tone,People & Body,body-parts,foot,,
🦶🏾,foot: medium-dark skin tone,People & Body,body-parts,foot,,
🦶🏿,foot: dark skin tone,People & Body,body-parts,foot,,
👂,ear,People & Body,body-parts,ear,,
👂🏻,ear: light skin tone,People & Body,body-parts,ear,,
👂🏼,ear: medium-light skin tone,People & Body,body-parts,ear,,
👂🏽,ear: medium skin tone,People & Body,body-parts,ear,,
👂🏾,ear: medium-dark skin tone,People & Body,body-parts,ear,,
👂🏿,ear: dark skin tone,People & Body,body-parts,ear,,
🦻,ear with hearing aid,People & Body,body-parts,hearing-aid,,
🦻🏻,ear with hearing aid: light skin tone,People & Body,body-parts,hearing-aid,,
🦻🏼,ear with hearing aid: medium-light skin tone,People & Body,body-parts,hearing-aid,,
🦻🏽,ear with hearing aid: medium skin tone,People & Body,body-parts,hearing-aid,,
🦻🏾,ear with hearing aid: medium-dark skin tone,People & Body,body-parts,hearing-aid,,
🦻🏿,ear with hearing aid: dark skin tone,People & Body,body-parts,hearing-aid,,
👃,nose,People & Body,body-parts,nose,,
👃🏻,nose: light skin tone,People & Body,body-parts,nose,,
👃🏼,nose: medium-light skin tone,People & Body,body-parts,nose,,
👃🏽,nose: medium skin tone,People & Body,body-parts,nose,,
👃🏾,nose: medium-dark skin tone,People & Body,body-parts,nose,,
👃🏿,nose: dark skin tone,People & Body,body-parts,nose,,
🧠,brain,People & Body,body-parts,brain,,
🫀,anatomical heart,People & Body,body-parts,heart,,
🫁,lungs,People & Body,body-parts,lungs,,
🦷,tooth,People & Body,body-parts,tooth,,
🦴,bone,People & Body,body-parts,bone,,
👀,eyes,People & Body,body-parts,eyes,,
👁️,eye,People & Body,body-parts,eye,,
👅,tongue,People & Body,body-parts,tongue,,
👄,mouth,People & Body,body-parts,mouth,,
🫦,biting lip,People & Body,body-parts,lip-bite,,
👶,baby,People & Body,person,baby,,
👶🏻,baby: light skin tone,People & Body,person,baby,,
👶🏼,baby: medium-light skin tone,People & Body,person,baby,,
👶🏽,baby: medium skin tone,People & Body,person,baby,,
👶🏾,baby: medium-dark skin tone,People & Body,person,baby,,
👶🏿,baby: dark skin tone,People & Body,person,baby,,
🧒,child,People & Body,person,child,,
🧒🏻,child: light skin tone,People & Body,person,child,,
🧒🏼,child: medium-light skin tone,People & Body,person,child,,
🧒🏽,child: medium skin tone,People & Body,person,child,,
🧒🏾,child: medium-dark skin tone,People & Body,person,child,,
🧒🏿,child: dark skin tone,People & Body,person,child,,
👦,boy,People & Body,person,boy,,
👦🏻,boy: light skin tone,People & Body,person,boy,,
👦🏼,boy: medium-light skin tone,People & Body,person,boy,,
👦🏽,boy: medium skin tone,People & Body,person,boy,,
👦🏾,boy: medium-dark skin tone,People & Body,person,boy,,
👦🏿,boy: dark skin tone,People & Body,person,boy,,
👧,girl,People & Body,person,girl,,
👧🏻,girl: light skin tone,People & Body,person,girl,,
👧🏼,girl: medium-light skin tone,People & Body,person,girl,,
👧🏽,girl: medium skin tone,People & Body,person,girl,,
👧🏾,girl: medium-dark skin tone,People & Body,person,girl,,
👧🏿,girl: dark skin tone,People & Body,person,girl,,
🧑,person,People & Body,person,person,,
🧑🏻,person: light skin tone,People & Body,person,person,,
🧑🏼,person: medium-light skin tone,People & Body,person,person,,
🧑🏽,person: medium skin tone,People & Body,person,person,,
🧑🏾,person: medium-dark skin tone,People & Body,person,person,,
🧑🏿,person: dark skin tone,People & Body,person,person,,
👱,person: blond hair,People & Body,person,person,,
👱🏻,"person: light skin tone, blond hair",People & Body,person,person,,
👱🏼,"person: medium-light skin tone, blond hair",People & Body,person,person,,
👱🏽,"person: medium skin tone, blond hair",People & Body,person,person,,
👱🏾,"person: medium-dark skin tone, blond hair",People & Body,person,person,,
👱🏿,"person: dark skin tone, blond hair",People & Body,person,person,,
👨,man,People & Body,person,man,,
👨🏻,man: light skin tone,People & Body,person,man,,
👨🏼,man: medium-light skin tone,People & Body,person,man,,
👨🏽,man: medium skin tone,People & Body,person,man,,
👨🏾,man: medium-dark skin tone,People & Body,person,man,,
👨🏿,man: dark skin tone,People & Body,person,man,,
🧔,person: beard,People & Body,person,person,,
🧔🏻,"person: light skin tone, beard",People & Body,person,person,,
🧔🏼,"person: medium-light skin tone, beard",People & Body,person,person,,
🧔🏽,"person: medium skin tone, beard",People & Body,person,person,,
🧔🏾,"person: medium-dark skin tone, beard",People & Body,person,person,,
🧔🏿,"person: dark skin tone, beard",People & Body,person,person,,
🧔‍♂️,man: beard,People & Body,person,man,,
🧔🏻‍♂️,"man: light skin tone, beard",People & Body,person,man,,
🧔🏼‍♂️,"man: medium-light skin tone, beard",People & Body,person,man,,
🧔🏽‍♂️,"man: medium skin tone, beard",People & Body,person,man,,
🧔🏾‍♂️,"man: medium-dark skin tone, beard",People & Body,person,man,,
🧔🏿‍♂️,"man: dark skin tone, beard",People & Body,person,man,,
🧔‍♀️,woman: beard,People & Body,person,woman,,
🧔🏻‍♀️,"woman: light skin tone, beard",People & Body,person,woman,,
🧔🏼‍♀️,"woman: medium-light skin tone, beard",People & Body,person,woman,,
🧔🏽‍♀️,"woman: medium skin tone, beard",People & Body,person,woman,,
🧔🏾‍♀️,"woman: medium-dark skin tone, beard",People & Body,person,woman,,
🧔🏿‍♀️,"woman: dark skin tone, beard",People & Body,person,woman,,
👨‍🦰,man: red hair,People & Body,person,man,,
👨🏻‍🦰,"man: light skin tone, red hair",People & Body,person,man,,
👨🏼‍🦰,"man: medium-light skin tone, red hair",People & Body,person,man,,
👨🏽‍🦰,"man: medium skin tone, red hair",People & Body,person,man,,
👨🏾‍🦰,"man: medium-dark skin tone, red hair",People & Body,person,man,,
👨🏿‍🦰,"man: dark skin tone, red hair",People & Body,person,man,,
👨‍🦱,man: curly hair,People & Body,person,man,,
👨🏻‍🦱,"man: light skin tone, curly hair",People & Body,person,man,,
👨🏼‍🦱,"man: medium-light skin tone, curly hair",People & Body,person,man,,
👨🏽‍🦱,"man: medium skin tone, curly hair",People & Body,person,man,,
👨🏾‍🦱,"man: medium-dark skin tone, curly hair",People & Body,person,man,,
👨🏿‍🦱,"man: dark skin tone, curly hair",People & Body,person,man,,
👨‍🦳,man: white hair,People & Body,person,man,,
👨🏻‍🦳,"man: light skin tone, white hair",People & Body,person,man,,
👨🏼‍🦳,"man: medium-light skin tone, white hair",People & Body,person,man,,
👨🏽‍🦳,"man: medium skin tone, white hair",People & Body,person,man,,
👨🏾‍🦳,"man: medium-dark skin tone, white hair",People & Body,person,man,,
👨🏿‍🦳,"man: dark skin tone, white hair",People & Body,person,man,,
👨‍🦲,man: bald,People & Body,person,man,,
👨🏻‍🦲,"man: light skin tone, bald",People & Body,person,man,,
👨🏼‍🦲,"man: medium-light skin tone, bald",People & Body,person,man,,
👨🏽‍🦲,"man: medium skin tone, bald",People & Body,person,man,,
👨🏾‍🦲,"man: medium-dark skin tone, bald",People & Body,person,man,,
👨🏿‍🦲,"man: dark skin tone, bald",People & Body,person,man,,
👩,woman,People & Body,person,woman,,
👩🏻,woman: light skin tone,People & Body,person,woman,,
👩🏼,woman: medium-light skin tone,People & Body,person,woman,,
👩🏽,woman: medium skin tone,People & Body,person,woman,,
👩🏾,woman: medium-dark skin tone,People & Body,person,woman,,
👩🏿,woman: dark skin tone,People & Body,person,woman,,
👩‍🦰,woman: red hair,People & Body,person,woman,,
👩🏻‍🦰,"woman: light skin tone, red hair",People & Body,person,woman,,
👩🏼‍🦰,"woman: medium-light skin tone, red hair",People & Body,person,woman,,
👩🏽‍🦰,"woman: medium skin tone, red hair",People & Body,person,woman,,
👩🏾‍🦰,"woman: medium-dark skin tone, red hair",People & Body,person,woman,,
👩🏿‍🦰,"woman: dark skin tone, red hair",People & Body,person,woman,,
🧑‍🦰,person: red hair,People & Body,person,person,,
🧑🏻‍🦰,"person: light skin tone, red hair",People & Body,person,person,,
🧑🏼‍🦰,"person: medium-light skin tone, red hair",People & Body,person,person,,
🧑🏽‍🦰,"person: medium skin tone, red hair",People & Body,person,person,,
🧑🏾‍🦰,"person: medium-dark skin tone, red hair",People & Body,person,person,,
🧑🏿‍🦰,"person: dark skin tone, red hair",People & Body,person,person,,
👩‍🦱,woman: curly hair,People & Body,person,woman,,
👩🏻‍🦱,"woman: light skin tone, curly hair",People & Body,person,woman,,
👩🏼‍🦱,"woman: medium-light skin tone, curly hair",People & Body,person,woman,,
👩🏽‍🦱,"woman: medium skin tone, curly hair",People & Body,person,woman,,
